direction,metric_bug,system,bereich,task_id,generation_id,gold_decision,model_decision,accuracy_match,norm_match,result_correctness_40,result_correctness_frac,subsumption_25,judge_total_100,question,model_begruendung,judge_reason
lenient,1,gemini-3.1-pro-preview,strafrecht,2156286e-e380-49e5-992a-a8641d15077c,68e8fb19-5eca-4945-839f-0cad81956112,Ja.,Ja,0,1,37.5,0.938,19.5,89.0,"Im Strafprozess gegen B werden Beweismittel verwendet, die durch eine rechtswidrige Hausdurchsuchung erlangt wurden. Der Verteidiger rügt die Verwertung und beruft sich auf ein gewohnheitsrechtliches Beweisverwertungsverbot bei schwerwiegenden Rechtsverstößen, das nicht ausdrücklich in der StPO geregelt ist.","Im Strafprozessrecht gilt das strenge Verbot von Gewohnheitsrecht aus Art. 103 Abs. 2 GG (nulla poena sine lege) nicht, da dieses sich ausschließlich auf die materielle Strafbarkeit bezieht. Im formellen Strafrecht (StPO) können gewohnheitsrechtliche Regeln und ungeschriebene Rechtsgrundsätze entstehen und angewendet werden. Die deutsche Rechtsprechung erkennt ungeschriebene Beweisverwertungsverbote bei schwerwiegenden Verfahrensverstößen (etwa hergeleitet aus dem Rechtsstaatsprinzip über die Abwägungslehre) in ständiger Praxis an.","Die Entscheidung 'Ja' ist vertretbar und entspricht der Referenzlösung. Die Begründung trifft den Kern, dass gewohnheitsrechtlich/richterrechtlich entwickelte Beweisverwertungsverbote im Strafprozess grundsätzlich anerkannt sind und Art. 103 Abs. 2 GG dem nicht entgegensteht."
lenient,1,deepseek-ai/DeepSeek-V4-Pro,strafrecht,b08279b8-83a3-4f73-bcc2-08d881fa28da,619d05dc-d64c-4fee-a81d-b06c176fef30,Ja.,Ja,0,1,37.5,0.938,21.5,89.0,"Nebenkläger N. stellt im Strafprozess wiederholt offensichtlich unbegründete Anträge, um das Verfahren zu verzögern. Das Gericht lehnt weitere Anträge pauschal ab und beruft sich auf den gewohnheitsrechtlich anerkannten Grundsatz des Rechtsmissbrauchs, der nicht ausdrücklich in der StPO geregelt ist. N. rügt diese Beschränkung seiner Verfahrensrechte.","Gewohnheitsrecht ist als ungeschriebene Rechtsquelle im deutschen Recht allgemein anerkannt (Art. 20 Abs. 3 GG). Im Strafprozessrecht gilt der Grundsatz des Rechtsmissbrauchs als gewohnheitsrechtlich verfestigt, wonach prozessuale Befugnisse nicht zweckwidrig ausgeübt werden dürfen. Wenn N. wiederholt offensichtlich unbegründete Anträge allein zur Verfahrensverzögerung stellt, überschreitet er die Grenzen zulässiger Rechtsausübung. Das Gericht darf sich auf diesen gewohnheitsrechtlichen Grundsatz stützen und weitere missbräuchliche Anträge zurückweisen. Eine ausdrückliche Kodifikation in der StPO ist hierfür nicht erforderlich.","Die Entscheidung 'Ja' ist nach der Referenzlösung zutreffend. Die Antwort erkennt korrekt an, dass gewohnheitsrechtlich verfestigte Grenzen missbräuchlicher Antragstellung im Strafprozess bestehen und anwendbar sein können. Kleine Abzüge wegen der etwas pauschalen Begründung und der fehlenden Differenzierung zu den verfahrensrechtlichen Schutzpositionen."
lenient,1,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,strafrecht,b08279b8-83a3-4f73-bcc2-08d881fa28da,f0311c6e-1602-4fd5-90c0-5a00d6fb34dc,Ja.,Ja,0,1,37.5,0.938,20.5,85.0,"Nebenkläger N. stellt im Strafprozess wiederholt offensichtlich unbegründete Anträge, um das Verfahren zu verzögern. Das Gericht lehnt weitere Anträge pauschal ab und beruft sich auf den gewohnheitsrechtlich anerkannten Grundsatz des Rechtsmissbrauchs, der nicht ausdrücklich in der StPO geregelt ist. N. rügt diese Beschränkung seiner Verfahrensrechte.","Im deutschen Strafprozessrecht ist die Anwendung von Gewohnheitsrecht grundsätzlich anerkannt, soweit es nicht gegen höherrangiges Recht verstößt. Der Grundsatz des Rechtsmissbrauchs ist gewohnheitsrechtlich anerkannt und kann auch im Strafverfahren zur Anwendung kommen, um missbräuchliche Verfahrenshandlungen zu verhindern. Die StPO ist nicht abschließend kodifiziert, sodass Lücken durch Gewohnheitsrecht geschlossen werden können. Die Anwendung des Rechtsmissbrauchsgrundsatzes durch das Gericht ist daher zulässig, wenn N. offensichtlich unbegründete Anträge stellt, um das Verfahren zu verzögern.","Die Ja-Entscheidung ist im Ergebnis zutreffend und mit der Referenzlösung vereinbar. Die Begründung ist weitgehend richtig, auch wenn sie etwas ungenau formuliert ist. Kleine Abzüge, weil die verfassungsrechtliche Herleitung und die Grenzen der Gewohnheitsrechtsanwendung nur oberflächlich dargestellt werden."
lenient,1,gemini-3.1-flash-lite-preview,strafrecht,b08279b8-83a3-4f73-bcc2-08d881fa28da,6c240786-7f2a-40e3-8aef-952f241aba56,Ja.,Ja,0,1,37.5,0.938,21.5,89.0,"Nebenkläger N. stellt im Strafprozess wiederholt offensichtlich unbegründete Anträge, um das Verfahren zu verzögern. Das Gericht lehnt weitere Anträge pauschal ab und beruft sich auf den gewohnheitsrechtlich anerkannten Grundsatz des Rechtsmissbrauchs, der nicht ausdrücklich in der StPO geregelt ist. N. rügt diese Beschränkung seiner Verfahrensrechte.","Das Verbot des Rechtsmissbrauchs im Strafprozess ist ein im Wege des Gewohnheitsrechts anerkannter allgemeiner Verfahrensgrundsatz. Da die StPO keine ausdrückliche Regelung für die missbräuchliche Ausnutzung von Verfahrensrechten zum Zwecke der Prozessverschleppung enthält, ist der Rückgriff auf gewohnheitsrechtliche Rechtsgrundsätze zur Wahrung der Funktionsfähigkeit der Strafrechtspflege zulässig und geboten. Die pauschale Ablehnung der Anträge durch das Gericht ist als Ausfluss der richterlichen Prozessleitung (§ 238 Abs. 1 StPO) zur Abwehr missbräuchlicher Anträge rechtlich gedeckt.","Die Ja-Entscheidung ist juristisch zutreffend und entspricht der Referenzlösung. Der Kern der Begründung ist tragfähig. Ein kleiner Abzug erfolgt, weil die Antwort die verfassungsrechtliche Absicherung und die Grenzen des Gewohnheitsrechts im Strafprozess nicht vollständig ausarbeitet."
lenient,1,Qwen/Qwen3.5-122B-A10B,strafrecht,451a5988-786e-4ca9-b10a-36e942084048,1be9aaea-0c7b-4d49-88b2-adb0e663390c,Nein.,Nein,0,1,36.5,0.912,16.5,76.0,"Bootsbesitzer K betreibt seit 25 Jahren seine Motorjacht auf dem Bodensee. Wie viele andere Bootsbesitzer seiner Generation hat er jahrzehntelang die Toilettenabwässer seiner Jacht direkt in den Bodensee eingeleitet. Als Begründung führt er an, dass das schon immer so gemacht wurde und dass früher alle Bootsbesitzer das so gehandhabt haben. Als die Wasserschutzpolizei ihn bei einer Routinekontrolle im Frühjahr 2025 auf sein Verhalten anspricht und ein Bußgeld verhängt, beruft sich Karl auf ein angebliches Gewohnheitsrecht.","Gewohnheitsrecht erfordert lange Übung und Rechtsüberzeugung, darf aber nicht gegen zwingendes Gesetzesrecht verstoßen. Da die Abwassereinleitung durch das WHG verboten ist, kann die langjährige Praxis keine Rechtfertigung bieten. Der Vorrang des Gesetzes (Art. 20 III GG) schließt entgegenstehendes Gewohnheitsrecht aus.","Die Entscheidung 'Nein' ist im Ergebnis zutreffend und entspricht der Referenzlösung. Die Begründung trifft den Kern, dass langjährige Praxis keine Rechtfertigung gegen zwingendes Gesetzesrecht begründet. Kleine Ungenauigkeiten bei der dogmatischen Herleitung verhindern volle Punktzahl."
lenient,1,Qwen/Qwen3.6-35B-A3B,strafrecht,451a5988-786e-4ca9-b10a-36e942084048,d236dd88-e318-48e5-aaca-be25d7a99ce9,Nein.,Nein,0,1,36.5,0.912,20.5,85.0,"Bootsbesitzer K betreibt seit 25 Jahren seine Motorjacht auf dem Bodensee. Wie viele andere Bootsbesitzer seiner Generation hat er jahrzehntelang die Toilettenabwässer seiner Jacht direkt in den Bodensee eingeleitet. Als Begründung führt er an, dass das schon immer so gemacht wurde und dass früher alle Bootsbesitzer das so gehandhabt haben. Als die Wasserschutzpolizei ihn bei einer Routinekontrolle im Frühjahr 2025 auf sein Verhalten anspricht und ein Bußgeld verhängt, beruft sich Karl auf ein angebliches Gewohnheitsrecht.","Gewohnheitsrecht erfordert eine langjährige, einheitliche Übung sowie die Überzeugung von deren rechtlicher Verbindlichkeit (opinio iuris). Beides fehlt hier, da es sich um rein faktische Duldung handelt. Zudem verdrängt im öffentlichen Recht und im Umwelt- bzw. Ordnungswidrigkeitenrecht das explizite gesetzliche Wasserrecht (z. B. WHG, Landeswassergesetze) jedes entgegenstehende Gewohnheitsrecht. Zwingende gesetzliche Verbote der direkten Abwassereinleitung können nicht durch Gewohnheit ausgehebelt werden.","Die Entscheidung 'Nein' ist zutreffend. Gewohnheitsrecht kann die Einleitung von Abwässern in ein Gewässer nicht rechtfertigen. Ein kleiner Abzug, weil die Begründung nicht ganz präzise auf die einschlägige dogmatische Sperre eingeht, das Ergebnis aber klar richtig ist."
lenient,1,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,strafrecht,66263588-da34-47e0-ac3a-912b3406162f,c86f4b99-9ec2-4b73-b282-82cc495b6fe2,Ja.,Ja,0,1,36.5,0.912,20.5,87.0,"In der bayerischen Gemeinde A. stehlen junge Männer traditionell in der Nacht zum 1. Mai den Maibaum der Nachbargemeinde B., der später gegen eine Auslöse in Form von Bier und Brotzeit zurückgegeben wird. Diese Tradition wird seit über 300 Jahren praktiziert und von allen Beteiligten respektiert, wobei ungeschriebene Regeln wie das Verbot von Sachbeschädigung und die Pflicht zum Erkennen-Geben existieren. Der neue, zugezogene Bürgermeister F. von Gemeinde B. erstattete nun Anzeige wegen Diebstahls gegen die Maibaumdiebe aus Gemeinde A., obwohl diese alle traditionellen Regeln eingehalten hatten.","Gewohnheitsrecht ist anwendbar, wenn eine langdauernde Übung (longa consuetudo) und eine allgemeine Rechtsüberzeugung (opinio necessitatis) vorliegen. Im vorliegenden Fall wird die Tradition des Maibaumdiebstahls seit über 300 Jahren praktiziert, was die longa consuetudo erfüllt. Zudem existieren ungeschriebene Regeln, die von allen Beteiligten respektiert werden, was auf eine opinio necessitatis hindeutet. Daher kann Gewohnheitsrecht angenommen werden, das den Diebstahl unter bestimmten Bedingungen rechtfertigt.","Die Ja-Entscheidung ist im Ergebnis vertretbar und entspricht der Referenzlösung. Die Begründung trifft den Kern, dass die Tradition gewohnheitsrechtlich anerkannt sein kann. Punktabzug, weil die dogmatische Einordnung unpräzise bleibt und die strafrechtliche Dimension nur angedeutet wird."
lenient,1,Qwen/Qwen3-235B-A22B-Thinking-2507,strafrecht,19ca58da-be67-435c-bcdd-84b29cf88ab5,98ac9c9d-410c-4c57-9740-959d73f05c14,Nein.,Nein,0,1,36.5,0.912,22.5,89.0,"Der 32-jährige M. wurde bei einer Polizeikontrolle mit 8 Gramm Cannabis aufgegriffen und argumentierte, dass der Besitz geringer Mengen zum Eigenkonsum seit Jahrzehnten faktisch geduldet werde. Diese Praxis sei durch entsprechende Richtlinien der Staatsanwaltschaften formalisiert worden und habe zu einer gestiegenen gesellschaftlichen Akzeptanz geführt. M. beruft sich darauf, dass sich durch diese langjährige Praxis ein gewohnheitsrechtlicher Rechtfertigungsgrund entwickelt habe, der die Strafbarkeit nach dem BtMG für Kleinstmengen zum Eigenkonsum ausschließe.","Gewohnheitsrecht setzt eine allgemein anerkannte, rechtlich bindende Übung voraus (§ 3 Abs. 1 Satz 2 BGB), ist jedoch im Strafrecht wegen des Nulla-poena-sine-lege-Grundsatzes (Art. 103 GG) grundsätzlich unzulässig. Die strafrechtliche Bewertung richtet sich allein nach gesetzlichen Normen (§ 29, § 30 BtMG), nicht nach strafverfolgungspraktischen Duldungen. Die von M. angeführte Praxis der Staatsanwaltschaften begründet keine Rechtsgewohnheit, sondern lediglich Opportunitätsausübungen ohne Normkraft (vgl. BVerfG, 2 BvR 2236/15, Rn. 12).","Die Entscheidung 'Nein' ist zutreffend. Gewohnheitsrecht begründet hier keinen strafbarkeitsausschließenden Rechtfertigungsgrund. Kleine Abzüge, weil die Begründung teils unscharf und an einzelnen Stellen dogmatisch zu pauschal ist."
lenient,1,claude-sonnet-4-6,strafrecht,e6bd6a92-cf3d-449d-aad4-45d0a1442976,c4bf4d08-c2a8-4d84-be35-75b074249a56,Nein.,Nein,0,1,36.5,0.912,18.5,80.0,"Kellner L. versteuert seine Trinkgelder nicht und behauptet bei einer Steuerprüfung, dass dies Branchenpraxis sei und de facto von den Finanzbehörden geduldet werde. Er argumentiert, dass sich über Jahrzehnte ein gewohnheitsrechtlicher Ausnahmetatbestand für die Besteuerung von Trinkgeldern entwickelt habe. In seinem Restaurant würden alle Kollegen so verfahren, und die Steuerbehörden hätten dies bei früheren Prüfungen nie moniert.","Gewohnheitsrecht setzt voraus: (1) eine lang andauernde, gleichmäßige tatsächliche Übung (consuetudo) und (2) die Überzeugung der Beteiligten, rechtlich so handeln zu müssen (opinio iuris). Im Steuerrecht steht dem zudem der Vorbehalt des Gesetzes entgegen: Gem. § 38 AO entstehen Steueransprüche nur kraft Gesetzes; steuerliche Ausnahmetatbestände bedürfen einer gesetzlichen Grundlage. § 3 Nr. 51 EStG normiert ausdrücklich, dass Trinkgelder von Arbeitnehmern steuerfrei sind – nicht aber Trinkgelder von Selbstständigen oder Einzelunternehmern (wie hier ggf. der Kellner L.). Eine behördliche Duldungspraxis begründet kein Gewohnheitsrecht: Bloße Verwaltungsübung oder Nichtbeanstandung durch Fina","Die Entscheidung ‚Nein‘ ist mit der Referenzlösung vereinbar und im Ergebnis richtig: Eine bloße Duldungs- oder Praxislage begründet kein steuerliches Gewohnheitsrecht. Der leichte Abzug folgt daraus, dass die Begründung unnötig mit teils fehlerhaften Normbezügen arbeitet, das Ergebnis selbst aber zutreffend ist."
lenient,1,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,strafrecht,8fca384a-5322-4bae-a47e-ea239cf29ae8,cb6360f2-8ba7-4a4c-a49f-9b8a8364205d,Ja.,Ja,0,1,36.5,0.912,21.5,88.0,"Student C. betrinkt sich absichtlich, um im Rausch eine Straftat zu begehen, und beruft sich später auf seine Schuldunfähigkeit nach § 20 StGB. Die Staatsanwaltschaft argumentiert mit der actio libera in causa, obwohl diese im Gesetz nicht explizit geregelt ist. Der Verteidiger bestreitet die Zulässigkeit dieser nicht kodifizierten Rechtsfigur.","Die actio libera in causa ist eine gewohnheitsrechtlich anerkannte Rechtsfigur im deutschen Strafrecht. Obwohl sie nicht explizit im Gesetz geregelt ist, wird sie von der Rechtsprechung und einem Teil der Literatur als zulässig angesehen, um Fälle zu erfassen, in denen sich der Täter vorsätzlich in einen Zustand der Schuldunfähigkeit versetzt, um eine Straftat zu begehen. Die Anwendung von Gewohnheitsrecht ist im deutschen Recht grundsätzlich möglich, wenn es sich um eine langjährige, ständige und allgemeine Übung handelt, die von der Rechtsgemeinschaft als Recht anerkannt wird. Die actio libera in causa erfüllt diese Voraussetzungen, da sie seit Langem von der Rechtsprechung angewandt wird.","Die Ja-Entscheidung ist im Ergebnis zutreffend und vertretbar. Die Antwort trifft den Kern, dass die actio libera in causa im Strafrecht anerkannt ist und der Berufung auf § 20 StGB entgegenstehen kann. Kleinere Ungenauigkeiten bei der Begründung mindern die Punktzahl, ändern aber das richtige Ergebnis nicht."
lenient,1,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,strafrecht,79bbb652-966f-4a1d-bd09-008833d97ce6,754ab08a-f01f-4f0d-bbff-c619f00c6b4c,Ja.,Ja,0,1,36.5,0.912,18.5,82.0,"Täter G. versucht erfolglos, sein Opfer zu töten, und bricht ab, als er die Tat für gescheitert hält. Später hat er erneut Gelegenheit zur Tatbegehung, nutzt diese aber nicht. Die Staatsanwaltschaft klagt wegen versuchten Totschlags an und argumentiert, ein Rücktritt sei ausgeschlossen, weil der Versuch fehlgeschlagen sei. Der Angeklagte bestreitet die Rechtsfigur des fehlgeschlagenen Versuchs.","Die Rechtsfigur des fehlgeschlagenen Versuchs ist nach herrschender Meinung in Rechtsprechung und Literatur gewohnheitsrechtlich anerkannt. Sie besagt, dass ein Rücktritt vom Versuch nach § 24 StGB ausgeschlossen ist, wenn der Täter die Tat für gescheitert hält oder objektiv keine Möglichkeit mehr zur Vollendung der Tat hat. Diese Rechtsfigur hat sich durch langjährige Anwendung in der Rechtsprechung etabliert und ist somit als Gewohnheitsrecht anwendbar.","Die Ja-Entscheidung ist vertretbar und entspricht der Referenzlösung im Ergebnis. Die Aussage, die Rechtsfigur des fehlgeschlagenen Versuchs sei anwendbar, ist im Kern richtig. Leichte Abzüge ergeben sich, weil die Begründung Gewohnheitsrecht und herrschende Meinung etwas unpräzise vermengt und die rechtliche Tragweite nur knapp darstellt."
lenient,1,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,strafrecht,22f085d7-dbbc-4abd-827e-60e5a048a292,b79767b2-a368-4a26-91a9-f65d84bfa4a1,Ja.,Ja,0,1,36.5,0.912,17.5,80.0,"Ingenieur H. baut eine Brücke, die einstürzt, weil er wichtige Fachliteratur nicht kannte. Er bestreitet eine Strafbarkeit wegen fahrlässiger Tötung, da der Fahrlässigkeitsbegriff im StGB nicht definiert sei und daher nicht gewohnheitsrechtlich ausgelegt werden dürfe. Die Staatsanwaltschaft beruft sich auf die gewohnheitsrechtliche Konkretisierung der Fahrlässigkeit.","Der Begriff der Fahrlässigkeit im StGB ist nicht definiert, aber durch Rechtsprechung und Rechtslehre konkretisiert worden. Gewohnheitsrecht ist anwendbar, soweit es sich um eine gefestigte Rechtsprechung handelt, die den Anforderungen des Art. 103 Abs. 2 GG gerecht wird. Die Konkretisierung der Fahrlässigkeit durch Gewohnheitsrecht ist zulässig, da sie nicht zu einer Strafbegründung oder -verschärfung führt, sondern lediglich eine Auslegung darstellt, die durch die herrschende Meinung getragen wird. Der Grundsatz 'nulla poena sine lege' steht dem nicht entgegen, da die Auslegung des Fahrlässigkeitsbegriffs vorhersehbar und durch die Rechtsgemeinschaft akzeptiert ist.","Die Entscheidung 'Ja' ist vertretbar und im Ergebnis richtig. Die Begründung trifft den Kern, dass die fahrlässigkeitsrechtliche Konkretisierung grundsätzlich zulässig ist und Art. 103 Abs. 2 GG nicht verletzt. Wegen der etwas unscharfen dogmatischen Einordnung als Gewohnheitsrecht statt richterrechtlicher Konkretisierung ist nur ein kleiner Abzug gerechtfertigt."
lenient,1,gemini-3.1-flash-lite-preview,strafrecht,136d8d21-7169-4d4e-8866-b194fa59c430,39dc9075-7e58-47d5-b0df-c025733b125f,Ja.,Ja,0,1,36.5,0.912,17.5,78.0,"Chirurg C. führt eine medizinisch indizierte Operation durch, bei der er zwangsläufig Körpergewebe verletzt. Ein Staatsanwalt prüft die Einleitung eines Ermittlungsverfahrens wegen Körperverletzung und argumentiert, dass der Wortlaut des § 223 StGB auch ärztliche Heileingriffe erfasse. C. beruft sich auf die gewohnheitsrechtliche Anerkennung des lege artis durchgeführten Heileingriffs als tatbestandsausschließend oder gerechtfertigt.","Der medizinische Heileingriff erfüllt zwar den objektiven Tatbestand der Körperverletzung gemäß § 223 StGB, ist aber durch eine anerkannte gewohnheitsrechtliche Rechtfertigung (bzw. bei entsprechender Patientenaufklärung über das Defizit des tatbestandlichen Unrechts) gedeckt, sofern er lege artis erfolgt. Die herrschende Meinung ordnet dies als Rechtfertigungsgrund ein, da das staatliche Gewaltmonopol keine Regelung ärztlicher Eingriffe im Strafgesetzbuch enthält, die die soziale Adäquanz dieses täglichen Massenphänomens abbildet.","Die Entscheidungsrichtung ist richtig: Gewohnheitsrecht ist im Ergebnis anwendbar bzw. die gewohnheitsrechtliche Anerkennung des lege artis durchgeführten Heileingriffs wird bejaht. Kleine Abzüge, weil die Antwort dogmatisch nicht sauber zwischen Tatbestandsausschluss, Rechtfertigung und Aufklärung differenziert."
lenient,1,Qwen/Qwen3.5-122B-A10B,strafrecht,e41445fd-a4ea-4b35-bf50-febeaa1044e7,090a898d-618e-4b7b-9a7b-7b24e6c486ba,Ja.,Ja,0,1,36.5,0.912,16.5,81.0,"Ärztin A. entscheidet bei der Geburt von Zwillingen, nur eines der beiden Kinder zu retten, da beide sonst sterben würden. Die Staatsanwaltschaft prüft eine Anklage wegen Totschlags durch Unterlassen. A. beruft sich auf die Rechtsfigur des übergesetzlichen entschuldigenden Notstands, die nicht im StGB kodifiziert ist. Der Staatsanwalt bestreitet die Anwendbarkeit einer nicht gesetzlich geregelten Entschuldigung.","Art. 103 II GG verbietet nur eine Analogie zum Nachteil des Angeklagten. Da der übergesetzliche entschuldigende Notstand den Täter begünstigt, ist seine Anwendung als Gewohnheitsrecht verfassungskonform. Die Rechtsprechung anerkennt ihn zur Lösung von Pflichtkollisionen, die § 35 StGB nicht vollständig erfasst.","Die Entscheidung 'Ja' ist im Ergebnis vertretbar und entspricht der Referenzlösung. Die Antwort trifft den Kern, dass ein begünstigender, nicht belastender Entschuldigungsgrund verfassungskonform sein kann. Kleine Abzüge, weil die Begründung etwas verkürzt bleibt und nicht vollständig ausführt, dass gerade der übergesetzliche entschuldigende Notstand gewohnheitsrechtlich anerkannt ist."
lenient,1,gemini-3.1-pro-preview,strafrecht,7e13c47c-0224-4321-93be-ab40a0ed9a2c,bb82c002-fcad-4c5f-9b0b-8c045c1cf902,Ja.,Ja,0,1,36.5,0.912,20.5,88.5,"Arzt A. beendet auf ausdrücklichen Wunsch eines unheilbar kranken Patienten dessen Leben durch Abschalten des Beatmungsgeräts. Die Staatsanwaltschaft prüft eine Anklage wegen Tötung auf Verlangen (§ 216 StGB). A. beruft sich auf die gewohnheitsrechtlich anerkannte Straflosigkeit der passiven Sterbehilfe, die nicht ausdrücklich im Gesetz geregelt ist.","Gemäß Art. 103 Abs. 2 GG und § 1 StGB gilt im Strafrecht das Analogie- und Gewohnheitsrechtsverbot lediglich zu Lasten des Täters (nulla poena sine lege stricta et scripta). Gewohnheitsrecht, das zugunsten des Täters wirkt (sog. Gewohnheitsrecht in bonam partem), ist hingegen zulässig. Arzt A. beruft sich auf den gewohnheitsrechtlich anerkannten Rechtfertigungsgrund des rechtfertigenden Behandlungsabbruchs (passive Sterbehilfe) aufgrund des ausdrücklichen Patientenwillens, um eine Strafbarkeit nach § 216 StGB abzuwenden. Da die Anwendung dieses ungeschriebenen Rechtsinstituts hier zugunsten des A. wirkt und seine Strafbarkeit ausschließt, ist Gewohnheitsrecht anwendbar.","Die Entscheidung 'Ja' ist im Ergebnis vertretbar und entspricht der Referenz. Die Begründung trifft den Kern, dass strafbarkeitsmilderndes oder -ausschließendes Gewohnheitsrecht im Strafrecht grundsätzlich zulässig sein kann. Leichte Abzüge, weil die Begründung den dogmatischen Zusammenhang zwischen Gewohnheitsrecht, passiver Sterbehilfe und § 216 StGB etwas ungenau formuliert."
lenient,1,gpt-5.4-mini,strafrecht,76390b97-4f07-4dee-b8f4-0b33f9f41ea0,406f8512-4926-404c-ad72-afdac94a730e,Ja.,Ja,0,1,36.5,0.912,14.5,76.0,"Die Eltern E. unterlassen es, ihrem schwer erkrankten Kind ärztliche Hilfe zu holen, weil sie aus religiösen Gründen auf Geistheilung vertrauen. Das Kind verstirbt. Die Staatsanwaltschaft klagt sie wegen Totschlags durch Unterlassen an und beruft sich auf die gewohnheitsrechtlich anerkannte Garantenpflicht von Eltern, die nicht ausdrücklich im StGB kodifiziert ist.","Ja. Die Strafbarkeit wegen Totschlags durch Unterlassen setzt zwar eine Garantenstellung voraus; diese kann aber auch aus ungeschriebenem Gewohnheitsrecht folgen. Die Eltern-Kind-Beistandspflicht ist als gewohnheitsrechtlich anerkannte Garantenpflicht grundsätzlich anerkannt und wegen des Bestimmtheitsgrundsatzes nicht ausgeschlossen, solange die Pflicht hinreichend konturiert ist. Da E als Eltern ihres schwer erkrankten Kindes zur Herbeiführung ärztlicher Hilfe verpflichtet waren, kann darauf gestützt Gewohnheitsrecht angewendet werden.","Die Ja-Entscheidung ist im Ergebnis vertretbar und entspricht der Referenzlösung. Die Antwort verfehlt nicht den Kern, dass die elterliche Garantenpflicht als Grundlage herangezogen werden kann. Kleine Abzüge, weil die Begründung dogmatisch etwas unscharf bleibt und Gewohnheitsrecht hier eher als gewohnheitsrechtlich anerkannte Konkretisierung der Garantenstellung zu verstehen ist."
lenient,1,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,strafrecht,85113ef5-1542-43a0-9996-07767b592c09,00979753-c31b-445d-a05b-ed1671d02cce,Ja.,Ja,0,1,36.5,0.912,18.5,81.0,"Jäger J. erschießt einen Menschen, den er irrtümlich für ein Wild hält. Vor Gericht beruft er sich auf die gewohnheitsrechtlich anerkannte Rechtsfigur des Erlaubnistatbestandsirrtums, die nicht ausdrücklich im StGB geregelt ist. Die Staatsanwaltschaft bestreitet die Anwendbarkeit dieser ungeschriebenen Irrtumsregel.","Gewohnheitsrecht ist im deutschen Recht grundsätzlich anwendbar, soweit es nicht gegen höherrangiges Recht verstößt. Der Erlaubnistatbestandsirrtum ist eine gewohnheitsrechtlich anerkannte Rechtsfigur, die die Rechtsprechung und Teile der Literatur anwenden, um Fälle zu regeln, in denen der Täter irrig von Umständen ausgeht, die, wenn sie tatsächlich vorlägen, einen Erlaubnistatbestand erfüllen würden. Obwohl das StGB den Erlaubnistatbestandsirrtum nicht ausdrücklich regelt, ist seine Anwendung durch Gewohnheitsrecht anerkannt. Die Staatsanwaltschaft kann dessen Anwendbarkeit nicht allein durch Bestreiten außer Kraft setzen.","Die Ja-Entscheidung ist vertretbar und entspricht der Referenzlösung. Inhaltlich ist die Aussage, dass die Figur gewohnheitsrechtlich anerkannt und anwendbar ist, zutreffend. Leichte Abzüge, weil die Begründung etwas zu allgemein bleibt und die rechtliche Begründungsarchitektur nicht vollständig herausarbeitet."
lenient,1,deepseek-ai/DeepSeek-V4-Pro,strafrecht,271145aa-d4e0-4ddb-9baf-714edec2c5b5,5f1519fa-5c05-48a8-a65f-70b29e59a329,Ja.,Ja,0,1,36.5,0.912,21.5,88.0,"Täter S. schlägt sein vermeintliches Opfer nieder, weil er irrtümlich einen Angriff befürchtete, der objektiv nicht vorlag. Vor Gericht beruft er sich auf die gewohnheitsrechtliche Anerkennung der Putativnotwehr als Strafbarkeitsausschlussgrund, obwohl diese nicht ausdrücklich im StGB geregelt ist. Die Staatsanwaltschaft bestreitet deren Anwendbarkeit.","Gewohnheitsrecht ist als ungeschriebene Rechtsquelle im deutschen Strafrecht grundsätzlich anwendbar, soweit es nicht zu Lasten des Täters wirkt (Art. 103 Abs. 2 GG, § 1 StGB). Die Putativnotwehr ist ein gewohnheitsrechtlich anerkanntes Rechtsinstitut, das bei einem unvermeidbaren Irrtum über das Vorliegen einer Notwehrlage gemäß § 16 Abs. 1 S. 1 StGB analog (Vorsatzausschluss) oder über § 17 StGB (Verbotsirrtum) zur Straflosigkeit oder Entschuldigung führen kann. Dieses Gewohnheitsrecht begünstigt den Täter und verstößt nicht gegen das strafrechtliche Analogieverbot, da es eine Strafbarkeitseinschränkung darstellt. Die gerichtliche Anerkennung und Anwendung der Putativnotwehr durch S. auf B","Die Entscheidung 'Ja' ist mit der Referenzlösung vereinbar und juristisch vertretbar. Die Antwort erkennt zutreffend, dass Putativnotwehr als begünstigende, gewohnheitsrechtlich anerkannte Rechtsfigur grundsätzlich angewendet werden kann. Kleine Punktabzüge, weil die dogmatische Begründung nicht ganz sauber ist und § 17 StGB hier eher unscharf eingesetzt wird."
